Flow1,Flow2,Pressure,pH,Leak
2.664380500875045,2.2571622774424536,2.7788864690992114,7.072669223855885,0
2.517409413647634,2.7316221747000133,3.0235614558108566,7.078978607286536,0
2.4401985299068265,2.658332538792587,3.0770865193886965,6.973856998642336,0
2.5183521553071007,2.624823963410431,2.8521413754220157,6.978990659145207,0
2.1024862170798215,2.625669101852856,3.114375404320693,6.985910769556974,0
2.4560656224324977,2.497550645430617,3.0338496407494415,6.932777474448286,0
2.5714225143023492,2.3205491257028337,2.95847120860992,6.95406740267579,0
2.7955788089483034,2.5151609116387452,3.0632781866106287,6.949792961662396,0
2.3963459563452707,2.364567657697578,3.2270692857804395,6.961610121744793,0
2.3383012794213625,2.69502394668355,3.0181866255058494,6.998265755630661,0
2.3996485912830927,2.4705885236995724,3.0248220586300336,7.011710736626826,0
2.6830804235404146,2.334900560641498,2.9540639100459756,7.077525024640704,0
2.565750221931937,2.4357228316694015,2.9150155630535206,6.9500822979630605,0
2.3940479592465924,2.582586290855125,3.0830335816544245,7.0492161199238295,0
2.602653486622671,2.387255089439205,2.9143916174091133,6.989300557788725,0
2.5194155098696083,2.335555920886714,3.007156623721939,6.997526814517379,0
2.693728998106578,2.5487374422983824,2.9522342553234884,7.03374097460833,0
2.3595893812245294,2.5489933142217445,3.0478979825746393,6.943863898921885,0
2.434467570680446,2.398611364925774,3.033366210528695,7.019120487309203,0
2.4215783693735684,2.4057923388763354,3.10375399442579,7.008322610410652,0
2.2072970103735763,2.5464099874715274,2.9489983601145253,7.024622563200407,0
2.559224055412915,2.210383131700535,2.973012506470663,7.014458432195391,0
2.5522110544359777,2.2185072451246888,2.9021236284217693,7.122765006995545,0
2.501022691328492,2.3563111557495127,2.955570673992389,6.968113000787434,0
2.453082573324971,2.4573105696576305,3.037730049304485,6.973450152249909,0
2.216925851589917,2.562181513119601,3.0756988616645353,6.968842973678762,0
2.4158709354469283,2.7950712433899105,2.9077834675822376,6.972226144041987,0
2.431457096694646,2.671531924640404,3.086960592010566,6.968130643634674,0
2.3395445461556763,2.4680122940073144,3.1355637858804952,7.059450826555378,0
2.4677428576667984,2.496196758419462,3.04134349032237,7.071025212399492,0
2.5808101713629075,2.299494127072438,3.1876795812558067,6.9714626853125266,0
2.877237180242106,2.496297372801522,2.922621080089643,6.958382221344788,0
2.534915562566368,2.4422682722159723,2.875534529668858,7.02357077781932,0
2.551510078144553,2.5645437120676178,2.8221279751095723,6.972388847785951,0
2.4851108168467664,2.334553811289535,3.1496044311489184,7.031646590887775,0
2.1162457569401916,2.6038693028482345,3.0654365656354057,7.010146151042565,0
2.4946972249101567,2.8065477826005156,2.9944415329089544,6.924212794250138,0
2.512046041988205,2.4782479703086286,3.027996862631982,7.077375260066503,0
2.9926484224970573,2.580342344419788,2.8874510952701624,7.089793883654776,0
2.4615278070437756,2.6380287983422224,3.244575197961683,6.969360565475781,0
2.5603094684667225,2.4197559056228326,3.0129221181975225,6.980614922003201,0
2.4930576460589515,2.5448184963620832,3.010939479460489,7.014293269536245,0
2.2662643924760935,2.502518480156359,3.0725766623898694,7.0167228394993515,0
2.728564562903004,2.5195352197097662,3.0481009231736715,7.032927213633641,0
2.6503866065373547,2.3453980432289065,3.022388402427913,7.100510226938318,0
2.658206389408609,2.5049020348517885,2.920952554455469,6.991152638625297,0
2.318122509041052,2.59959965824909,3.0471468357136,6.960085137773078,0
2.78055886218722,2.7902287215590085,3.188202449647503,6.9310340385992735,0
2.219629787441544,2.6918541652170416,3.134542004615498,6.963453498002904,0
2.617371418760054,2.9306364915023115,3.1593186626639396,6.99834365135631,0
2.938091125161996,2.34653048742239,2.9488784323568815,7.08972789317589,0
2.3018927349738623,2.6744641273441356,2.9010395179741417,6.974119435048191,0
2.3867404540794457,2.5366684011476703,2.987421307990035,7.011189397581945,0
2.519930273017528,2.9379605866435345,3.0055724912288695,6.999178855196362,0
2.3993048691767602,2.3383403429289698,3.109419151847095,7.059419663672404,0
2.1898673137867735,2.3320556315638448,2.830753537028518,7.126346621293681,0
2.5137125949612056,2.3801214709111957,3.1529550319460613,6.973456561353984,0
2.287539257254779,2.0752208551380384,2.984199210142101,6.9755280278740885,0
2.5947184861270363,2.394848995663848,2.957311893005258,7.052208043853454,0
2.3161151531532393,2.3481734676892603,2.8987895624739832,7.0340945744813155,0
2.809986881003508,2.5300787572952417,2.834514332813423,7.092335366286802,0
2.3433493415327526,2.568351195155432,3.0823170583961916,7.029196409266298,0
2.4355876967588648,2.8752341678431774,3.0073317967188404,6.982035395460647,0
2.662703443473934,2.69008476763721,2.8710039100258946,7.029532741534616,0
2.253827136713209,2.384619268867519,2.8704921227936384,7.055435179029145,0
2.5454919869208257,2.3203170657303285,2.966421530070987,7.041024109059868,0
2.7614285508564858,2.598383834301301,3.166902152528939,7.0253637015553645,0
2.1785033530877547,2.2359533585958715,2.9740408648636394,7.053333734479458,0
2.5369267717064607,2.866291753170871,2.8496857046881896,7.058464779522284,0
2.5519765588496846,2.7358880241442574,2.9754256935914056,7.069107949551876,0
2.6563645743554622,2.406164869579059,2.972727643025233,7.032435494379482,0
2.2526098578243836,2.1573730941818243,2.730311335705843,6.9916440959841575,0
2.235908677383145,2.7707744748330825,2.994570513348219,7.007335684321666,0
2.6043883131233794,2.4770920309494766,2.9769065469791323,7.060325448325417,0
2.5593969346466374,2.747563262394692,3.069620636481342,6.9591532164506384,0
2.550098570069175,2.1811144682411268,3.1848956094945344,7.018433665443645,0
2.5692896418993953,2.3801249954092456,3.112656502954776,6.980333059383632,0
2.3639950556843017,2.5010487399436365,2.973111130944517,7.001437241146741,0
2.546450739432201,2.5093961187529485,2.889347409125833,7.063922593130365,0
2.5586144946597362,2.409986905704151,3.257335980324986,7.009554953400995,0
2.3571297163947262,2.6245699864694996,3.005921843401449,7.002321827407807,0
2.8731549022289515,2.286475914123481,3.0013929291912946,6.932007192951004,0
2.5947665841823575,2.4715241029957413,2.9975874912889995,7.037312678301361,0
2.26173930055947,2.52405912634238,3.0198084760767854,7.032274209057054,0
2.631310721726766,2.6028877668117496,2.9855639588076057,7.108162736165273,0
2.3050636659545356,2.6423229756177777,2.9426337993119764,6.9846110882523496,0
2.6574169207484903,2.2750715816324263,2.9453141058759607,7.010957516383197,0
2.731719115801481,2.1931771658528754,2.9967246729784,7.012469184185537,0
2.335863536329658,2.7555353643797016,2.9456575228866235,7.078872663988173,0
2.6926752258488644,2.566462802395918,2.9287154217322837,6.995235223380653,0
2.5825561853872996,2.350302692688689,3.0106430227691896,7.013951076288517,0
2.664412031998898,2.8102303951045045,2.9745022782579147,7.030394825485827,0
2.8793585965307895,2.523134926858572,3.150399298858269,7.009330456157818,0
2.4509223767994257,2.735859436812765,2.734903019160699,6.977678319272473,0
2.349252767128502,2.513503696282022,3.109150685192246,7.009704499644916,0
2.322097114074895,2.9121495849763974,3.124608519249763,7.053681587492989,0
2.336837943006912,2.851068168488641,2.7926609767591852,6.948674235029447,0
2.484579658117179,2.4502071703041852,2.965731240591965,7.006648483707344,0
2.568230394963329,2.694314190190871,2.962855913400421,6.964993959253041,0
2.555338159866004,2.6290751899170295,2.8592488305282178,7.0597523314462425,0
2.6654366498072046,2.77372631150647,2.9222183312409125,6.923840654760811,0
2.5026003783755812,2.307015307883979,2.888942415453417,6.972053907636421,0
2.7907068154314634,2.637210291999688,3.1752270443423622,7.018860593753226,0
2.447068633352409,2.7116848973699175,3.0935678393147463,7.078276201461717,0
3.0440338333179238,2.148252102715377,3.1271555094994157,6.99671248694635,0
2.6251334695530013,2.263348297466845,3.0721672064043237,6.97224002366534,0
2.3285684887167433,2.0921535644479796,2.887094822878277,7.094057853472029,0
2.2858215003877778,2.4461186331110882,2.9475479733720227,6.9275993049791875,0
2.596494483048637,2.6435084511591924,3.048937456122792,6.890059702168996,0
2.4553074429348296,2.8004714104192057,2.8777872191108056,7.022000722502667,0
2.6428000988184186,2.514818956083955,3.071299843017239,6.974897288782369,0
2.594647524914709,2.8257231091142585,2.9759674601841866,6.948938359143464,0
2.4854342174686255,2.223979708357022,2.96251791924504,7.035417822364968,0
2.330641256386319,2.159323512128969,3.071095996820349,7.01219003568856,0
2.197030555062827,2.4888904602206763,3.044426331148604,6.9717960684631635,0
2.410697009586596,2.5768130897878616,2.963903383418092,6.935984780066455,0
2.6712797588646944,2.4934610503811814,3.115932980336425,7.043622866414007,0
2.5428187488260408,2.086511579992025,2.8918936672400104,7.032510058897933,0
2.250852244257602,2.482175992097442,3.0615935606944262,6.995041206811031,0
2.5346361851702364,2.2391060998990295,3.0593101257968383,7.092331849802383,0
2.5770634759457676,2.6339345097660076,2.9690453560686008,6.946495761683693,0
2.3232285127597736,2.5733196492193695,3.032613302224212,6.923723741453763,0
2.5307450211891056,2.312024042734529,2.8748886423614697,6.9654045965059375,0
2.5116417436892,2.3972266165326612,3.0924027019206903,6.997720699182225,0
2.2714059404338753,2.28815729562221,2.981509786355701,7.012166972466135,0
2.5715574720696566,2.4874641805453654,2.947727697948096,6.987938197107184,0
2.612156905273647,2.6910284641002478,3.1049009225836888,7.017602769825714,0
2.7166102486350554,2.302854790732891,2.929565630945724,6.9374230287904775,0
2.7107604104069805,2.600809303103569,2.859153870363644,7.072188230203663,0
2.224466126408582,2.393948476325512,2.8443370826476095,6.995892441080372,0
2.3124349920169753,2.3414254335475313,3.060600995134564,7.055864791579406,0
2.6030070534417318,2.4785939280090883,2.871957064750372,7.017136267318885,0
2.602757190182442,2.292951535516125,3.1754794181984365,7.0228376609576895,0
2.6030095372612094,2.3892701389305637,2.791807059211628,7.0284883640116105,0
3.2705462981309443,2.2604244214822304,3.169645636829004,7.022385428000866,0
2.6141781021386334,2.892945026583278,3.021101746720262,7.032136137993377,0
2.7271131280361196,2.507052710394346,2.9903286888129608,7.0664576265066215,0
2.6908003526986404,2.360054898401483,2.945508091319105,7.009826058485073,0
2.6302782502611595,2.542795982146844,3.039913611435207,7.035450187879426,0
2.436946151071931,2.477534390061834,2.9962365297575153,6.995513215285639,0
2.6517938440986537,2.4558060800933554,3.1103301882016523,7.072005860772474,0
2.3454349570924857,2.622833340008685,3.0114227648662037,6.9661803848970365,0
2.4526362786519984,2.651501542009461,3.0150301761461877,7.090047021645541,0
2.4029272904341794,2.3938997704778946,2.9636387787786145,6.997992102467783,0
2.5163748278772644,2.384836351871064,2.9943054376278933,6.928461244894097,0
2.9629317133347017,2.444989660569671,3.030780176889206,7.006405220745539,0
2.12654696148165,2.039615767052883,2.8289831607343374,6.965947417126256,0
2.6372520380749025,2.1969617875602894,2.865181457789429,7.042032177449436,0
2.1774568257620697,2.773374853488905,3.0743264094022713,6.967368801034881,0
2.405613626842113,2.828993542700257,3.0170865438127943,6.977690828339261,0
2.7177901193934733,2.4501927920887243,2.9816016663647322,6.905522963452723,0
2.5128560038190924,2.615311392611153,3.0018433933065394,6.977384684037546,0
2.284451044414139,2.5622500309087073,3.034758170536167,6.878806033668552,0
2.356939258148006,3.1157761616910475,2.946024031969064,6.920804858825714,0
2.635919549786935,2.7239149822869155,2.9221695274597685,7.038020732807215,0
2.3539266736565727,2.4744164817038468,3.019584525509768,7.039290007932542,0
2.543291717916395,2.3088919118799147,2.9021627222384967,7.021272878089248,0
2.5091143679807626,2.1787107359484854,3.0408252755714473,6.951651192843539,0
2.3696799304788367,2.5406927271734445,2.829741639576216,6.997614432192901,0
2.9287888178650654,2.348729850943139,3.1029155637325645,6.999819873045472,0
2.626783804463602,2.215549258080465,3.0472597482413044,6.942081765540373,0
2.0949714826684787,2.3706854231514947,3.0256029734313876,7.075169915088358,0
2.5372908629538857,2.283690399277121,3.0982690983945513,7.043868114528784,0
2.3676427070463224,2.837428327014513,3.1665474444462576,6.988951791308517,0
2.6704866669592446,2.67632795138989,3.101437006501813,7.001344291949726,0
2.34149585231346,2.4984054717366764,2.8159125768668356,7.010419140397378,0
2.4770527117066203,2.795988827778005,2.8720423033264297,6.897913256578786,0
2.6009974557960915,2.5154736615295237,2.937518142230432,6.98764113087397,0
2.6731510388340243,2.3277431597343474,3.0026091050210835,6.96590078760011,0
2.2599407185888447,2.8046248154539315,3.0517659020469123,6.949918999505254,0
2.43309975283181,2.607782008736932,2.9274256186846532,6.985944985355702,0
2.4050109377678086,2.2925507691347087,3.0186766764477078,7.089884326342476,0
2.3693341534852577,2.4619322643832784,2.9244617067646677,7.03204214306335,0
2.8530908480562194,2.3248763493230484,2.9388482197008052,6.97144105051086,0
2.5809963421921913,2.2234400538071326,2.859333890315178,7.0286291390678075,0
2.2198066309758007,1.7992640696643372,2.6556722152333276,6.229676770700077,1
2.077390104873831,1.9500586884826774,2.3897628567342935,6.5677875319530905,1
1.8178891109760522,1.1018793072285633,2.3363602233155385,6.434592431687258,1
1.6059189666883278,1.8122169709542715,2.4993251085178096,6.316936710314354,1
2.009466994084077,2.0683006977419875,2.465963075495014,6.551120259952498,1
1.9180456156265249,1.3371076943926383,2.409354390134545,6.637365854516296,1
2.0685579660083198,2.201771716051311,2.639277489491343,6.48625514853723,1
1.9905515405045908,1.8257057028098136,2.6910610417141023,6.595287454720294,1
2.1148658145958006,1.4884964432724772,2.5176813772583695,6.661227825798864,1
1.6394294365318296,1.6832692767026882,2.7955060162110525,6.631491445358405,1
2.1952182196902976,1.8674980737565168,2.271662177173299,6.663996452937139,1
1.85927988140772,1.7228016174237235,2.4612681081440564,6.574212749107189,1
2.4225782617875797,1.8616267977339107,2.356635535879439,6.507543363890159,1
1.5932436545731297,1.42379792207619,2.126692676585388,6.339803418810283,1
2.3207891409495747,1.7508082472108233,2.48346386283146,6.475393751187005,1
1.8593732350387944,1.275885650928506,2.4756504983233434,6.415675340468381,1
1.6045745989156655,1.66663218159539,2.8026899486484265,6.717094271749781,1
1.6548342497837036,1.428827707560563,2.6261623369109555,6.482411418756766,1
1.7038958075417039,1.4793410172230699,2.295162635134159,6.512320480678449,1
1.9272497839205749,2.070827952563131,2.870818513266838,6.555148537604047,1
1.9568506464106499,2.027393036178281,2.7442067391050706,6.504360244637246,1
1.6278899988184263,1.882741436272153,2.616419540693723,6.6695051040430755,1
1.7926936223217051,1.3723061705982262,2.4547031802300334,6.437735063826555,1
2.4426811075835593,1.6050774650915594,2.308112152655304,6.519460745523724,1
2.3182629510302135,2.063929309993755,2.4255586447857893,6.425752941430195,1
1.9308971009022096,1.7425150740919715,2.717749723940837,6.367997748877929,1
1.8114010434504602,2.3957988619945083,2.8769172611869216,6.438823090909471,1
1.8360093980154784,1.8179953518183116,2.808648705654438,6.4962963202951585,1
1.984055391819125,1.7576147349470095,2.402230115642745,6.457069777548274,1
1.4931622304404784,1.6072650607392496,2.276076513342198,6.430757902012615,1
1.7227870387729964,1.7400622714346847,2.528177249382241,6.359368253632817,1
1.2994247778367232,1.6542590490858369,2.1463121268874295,6.4916894427371306,1
1.9197669367815837,1.912432603006577,2.5646335428369564,6.3495279625969,1
1.9941587819108224,1.9870106950383752,2.470479482740266,6.57600559636896,1
1.6550440613101878,1.4642031618476152,2.4067926996263513,6.508243975293451,1
2.27219602898701,1.3006301139326666,2.1810593865466408,6.354244850053507,1
1.4322703010992976,1.149138388069011,2.602720021313943,6.469079092295013,1
1.360687535937054,1.8523973980737631,2.393459832067618,6.424784359440942,1
1.8673355455679916,1.3689900181478378,2.2660166328579425,6.5319174510419185,1
2.1141294907836463,1.054132822114255,1.9255475573436702,6.634045044602314,1
2.3051783074373606,1.8165735813592891,2.4944970189898727,6.312482753035425,1
1.662334721139318,2.447899855229837,2.854450319333949,6.511502607914742,1
2.1236042500293886,1.698178726538032,2.832251842909574,6.483986720443336,1
1.7884474591497879,1.9515472323354925,2.4085807486827457,6.567134007645047,1
1.7482118100177542,1.7245488075642694,2.379557587927644,6.521319662823769,1
2.0650979812460015,1.6703331040426572,2.593754851215005,6.424803066826118,1
1.995696863524026,1.9757229448963305,2.3003229121623416,6.468094606433338,1
1.3270823529047253,1.6129176367434046,2.560358379963893,6.420397414319651,1
2.2429621049177686,1.7802176942215708,2.653216055676938,6.60760071385986,1
2.2140274062442353,1.796509341858804,2.7453866447768616,6.502131164867194,1
1.6123311895471413,1.4995728639070853,2.4799691847040095,6.690119068575301,1
1.9187410600312227,1.9976127048609569,2.4592652499646066,6.493933918618538,1
1.9482090558848217,1.6475120729913773,2.324403482648688,6.429159323308954,1
1.8782021297471723,1.4732764521521466,2.334623929192028,6.348628560738717,1
1.634908453846374,1.860952953071121,2.4547042216196946,6.319686032374405,1
1.5985129896185846,1.4304596054626888,2.5734731013632355,6.341586405699451,1
1.7923337787025664,1.7084543472107385,2.68271692524665,6.526712665101148,1
2.1518187057778095,1.697264301006739,2.339364209863931,6.550872502322993,1
1.9630800463783298,2.0257686697494734,2.7985377137919043,6.341880929796787,1
1.6888157003741682,1.842409469863986,2.4457752797914862,6.589503831407612,1
2.0315096131945034,1.6924919123764568,2.495726541130313,6.4516938948316565,1
0.9454372138109775,1.9453298897600861,2.3505576641704353,6.514679301198555,1
2.144629710111631,2.117062264705194,2.0151519479454114,6.6612220628255425,1
1.2780858663665702,1.8673430919055587,2.67680907927221,6.589683931586553,1
1.6912677175790605,1.703105785953014,2.647368779418487,6.473146935209416,1
1.464099031612157,1.3064491302949521,2.4437344885763572,6.4108807774584715,1
1.4115955572837282,1.3804659010773883,2.5133981434449746,6.284818459867069,1
2.148248036213556,1.6084325886935997,2.60318784354082,6.428084668075758,1
1.6596896396064327,1.517146339352215,2.1874908286226913,6.478886976117231,1
1.9039511645192149,1.6439086091043662,2.394189464530741,6.401282047284882,1
1.785923826336245,1.7169949774691322,2.6588529359243656,6.48687430329077,1
1.9431122481669365,1.8589078263070191,2.24914211536615,6.507685188295877,1
1.8230465673180767,1.6788503665822725,2.5587115864333256,6.477514401819192,1
1.4151023327434291,1.8459504931478605,2.228683639075319,6.434999741917654,1
2.098880045834142,1.719342324443036,2.5932859964867054,6.516865467196673,1
1.6518730250516063,1.1073600300938384,2.4928717035405032,6.544194064956941,1
1.3330254304020748,1.4181993818543737,2.1769736368188983,6.390960092255716,1
1.6715654517102263,1.6567737332835153,2.7329478708914343,6.641093237974627,1
2.250227937190293,1.3370915771476677,2.35308168464039,6.490141186771574,1
2.055066522634048,1.8799786189988612,2.337949512597124,6.5018849622944845,1
1.6954043596776422,2.159225249703109,2.5401138394461884,6.570821442325656,1
1.6952226887044715,2.065628555509195,2.729727469885743,6.52332161312635,1
1.7035094846347854,1.6359671387209376,2.2968356362043205,6.595313663391325,1
2.423024395068252,2.1472178410549856,2.512335969969594,6.528712416520182,1
1.9145806356694661,1.7446002371606335,2.5857633000661147,6.438756262535956,1
1.929012494157321,1.5988742086645882,2.638621121452629,6.53615035252061,1
2.1090850362095526,1.515979200937718,2.535288311055445,6.385627379267934,1
1.871636747707954,1.6092590940535614,2.4265944321833355,6.510855970577652,1
1.722287356253789,1.5835469544376313,2.334481955870256,6.496677000935554,1
1.7410950452745066,1.7511248667126462,2.517228776609275,6.479188314272746,1
1.7785196221757809,1.7481721943149593,2.2855721976028787,6.487146248856107,1
1.7888333290470475,1.7009138060460243,1.9157299033010786,6.311815095450236,1
2.018288863091094,1.8310814509239048,2.5873119608315336,6.4451275092259035,1
1.8155837657421898,2.0571938824359024,2.680786968217239,6.509284490114111,1
2.019792023164674,1.9848662406323971,2.0274135128916324,6.51598563919974,1
1.7757850259674253,1.254530609465029,2.2980538590580126,6.397232485907404,1
1.8235905570948272,0.9338236595294135,2.6238308522010394,6.6265707840864705,1
1.2005397946403678,1.980295973371782,2.9114990939423397,6.41338251517855,1
2.0748983024107446,1.2899363904753736,2.5041587415350817,6.596945720052673,1
1.9039465427693978,1.6325703794321949,2.354399411754173,6.542719436187168,1
2.0994030329578957,1.348966092182192,2.463420711779032,6.4353772690156195,1
0.9311233865418933,1.159405868725994,2.774975283829637,6.677531089260952,1
2.426512411434218,1.8624388184614364,2.3708071641750927,6.380636316824352,1
1.758123111553448,1.927746548090794,2.3401615986699493,6.591915417361,1
2.132454845021255,1.527046879781984,2.4034512955635936,6.600058231804298,1
1.4880282218623408,0.922687312356527,2.3093342783482576,6.432937979092335,1
1.983832171518771,1.5361266655242551,2.524534063198959,6.6392465300064325,1
1.4839753310479031,1.817541201620764,2.824935691693912,6.474995348540105,1
1.6128693117912585,1.2563265293677612,2.564615854623206,6.528869362927986,1
2.374209406160036,1.7550079759337467,2.4495292995747424,6.526032183877122,1
1.742795279770996,1.6954070452481014,2.441637746216891,6.486569125852945,1
1.865229861953917,1.8737874498803264,2.1873618382606685,6.581080827315978,1
2.0610203192066265,1.735874110524246,2.676621955429432,6.579348872055221,1
1.9487045663917815,1.4080793177355333,2.4844325605974396,6.325146802676182,1
1.845125671543073,2.0589714504993473,2.463904017281875,6.6304340242878155,1
1.9094883007398677,1.652441128091909,3.1386215135689723,6.333750801196433,1
2.5210246755714825,1.6918086381470203,2.5597505816731374,6.603254620434166,1
1.7827143608899245,1.420019612278041,2.349641789980963,6.612670513682758,1
1.8603297140144903,1.567015324642547,2.414728480758891,6.39090335697848,1
2.1151963188022838,1.4345591857919298,2.729689141839351,6.458918571204541,1
2.1316577798873952,1.648116182022973,2.522654082107553,6.389429533151406,1
2.1561090916681143,2.213512544042703,2.212344404336527,6.478507896971126,1
1.9916190666087554,1.288429657120593,2.6838457869150405,6.469196571581426,1
1.4570985261808551,1.2159315806369777,2.3663711828922014,6.577966053226934,1
2.290029459690329,2.1413510982480823,2.8746595552435092,6.631030874611961,1
1.4560963820943937,1.63720289685444,2.71600961314293,6.639568381078996,1
1.89079063957171,1.499278178402025,2.4105356208682496,6.44378319734217,1
1.5737172449941927,2.011971406218823,2.7562032723470224,6.4790778126255475,1
1.7807584960221023,1.5183153380789407,2.5135711021054807,6.331656180777905,1
1.8986287230910441,2.247802914064081,2.670554735024444,6.419412993350381,1
1.896407164635082,1.9033777614017806,2.596946563458895,6.596485163309746,1
1.9265762262705854,1.5536265775562892,2.330728669001825,6.661558282354823,1
2.284113380717594,2.347192463979651,2.3712900335365075,6.376565112812008,1
1.936060290454194,1.5182855230989984,2.7059921635162323,6.44075357408471,1
1.7267530094128054,1.922628611602792,2.433044933578692,6.497359424304108,1
2.0892261504865073,1.7897877741219475,2.4192703073516006,6.528016115881961,1
2.156841146677392,2.0905223868196394,2.3089754841301295,6.4190396480078356,1
1.4317176554589024,2.1684533590180557,2.584719813118692,6.542406104446409,1
